timestamp_utc,project,access_mode,total_views,page_rows,total_response_size,approx_distinct_pages
2026-01-03 14:00:00,vi,mobile,68682,27678,0,20952
2026-01-03 14:00:00,wikidata,desktop,27381,21756,0,21268
2026-01-03 15:00:00,commons,desktop,149797,105526,0,104639
2026-01-03 15:00:00,commons,mobile,120651,90694,0,95106
2026-01-03 15:00:00,en,desktop,3065134,986104,0,1153342
2026-01-03 15:00:00,en,mobile,7397219,1215521,0,1172548
2026-01-03 15:00:00,vi,desktop,33434,22368,0,19967
2026-01-03 15:00:00,vi,mobile,69117,28088,0,26547
2026-01-03 15:00:00,wikidata,desktop,28465,22109,0,23208
2026-01-03 16:00:00,commons,desktop,148878,106393,0,98242
2026-01-03 16:00:00,commons,mobile,85219,55843,0,58883
2026-01-03 16:00:00,en,desktop,3234410,1017281,0,1267013
2026-01-03 16:00:00,en,mobile,7955635,1255427,0,1155924
2026-01-03 16:00:00,vi,desktop,29570,20383,0,19391
2026-01-03 16:00:00,vi,mobile,66366,27682,0,24229
2026-01-03 16:00:00,wikidata,desktop,32987,24753,0,24510
2026-01-03 17:00:00,commons,desktop,149968,108623,0,113786
2026-01-03 17:00:00,commons,mobile,76798,46495,0,36333
2026-01-03 17:00:00,en,desktop,3424636,1037424,0,962312
2026-01-03 17:00:00,en,mobile,8588101,1278317,0,1267013
2026-01-03 17:00:00,vi,desktop,21755,16083,0,13556
2026-01-03 17:00:00,vi,mobile,52280,23201,0,21089
2026-01-03 17:00:00,wikidata,desktop,33749,27020,0,24648
2026-01-03 18:00:00,commons,desktop,163755,120997,0,116578
2026-01-03 18:00:00,commons,mobile,104426,73351,0,77346
2026-01-03 18:00:00,en,desktop,3549787,1065431,0,1023763
2026-01-03 18:00:00,en,mobile,9058973,1291223,0,1121609
2026-01-03 18:00:00,vi,desktop,16346,12635,0,12288
2026-01-03 18:00:00,vi,mobile,40037,19220,0,18218
2026-01-03 18:00:00,wikidata,desktop,32082,24884,0,24992
2026-01-03 19:00:00,commons,desktop,144662,103380,0,114100
2026-01-03 19:00:00,commons,mobile,78621,47691,0,41687
2026-01-03 19:00:00,en,desktop,3467282,1045835,0,928637
2026-01-03 19:00:00,en,mobile,8965317,1302643,0,1200025
2026-01-03 19:00:00,vi,desktop,10735,8330,0,8758
2026-01-03 19:00:00,vi,mobile,27976,14853,0,14091
2026-01-03 19:00:00,wikidata,desktop,28824,21555,0,16756
2026-01-03 20:00:00,commons,desktop,151222,115564,0,108267
2026-01-03 20:00:00,commons,mobile,97616,67767,0,73847
2026-01-03 20:00:00,en,desktop,3457397,1036738,0,981441
2026-01-03 20:00:00,en,mobile,9089391,1306809,0,1260313
2026-01-03 20:00:00,vi,desktop,8095,6483,0,6366
2026-01-03 20:00:00,vi,mobile,20344,11472,0,12395
2026-01-03 20:00:00,wikidata,desktop,27778,21918,0,20794
2026-01-03 21:00:00,commons,desktop,133972,99058,0,113171
2026-01-03 21:00:00,commons,mobile,78638,50727,0,51823
2026-01-03 21:00:00,en,desktop,3459322,1053270,0,996435
2026-01-03 21:00:00,en,mobile,9061656,1311610,0,1172104
2026-01-03 21:00:00,vi,desktop,6661,5424,0,4952
2026-01-03 21:00:00,vi,mobile,14975,8861,0,7788
2026-01-03 21:00:00,wikidata,desktop,26662,20325,0,24192
2026-01-03 22:00:00,commons,desktop,144047,111068,0,100491
2026-01-03 22:00:00,commons,mobile,85041,55602,0,51057
2026-01-03 22:00:00,en,desktop,3451575,1053853,0,996435
2026-01-03 22:00:00,en,mobile,9401263,1313051,0,1369203
2026-01-03 22:00:00,vi,desktop,5837,4728,0,5616
2026-01-03 22:00:00,vi,mobile,12683,7323,0,6620
2026-01-03 22:00:00,wikidata,desktop,27825,21956,0,14900
2026-01-03 23:00:00,commons,desktop,124266,93239,0,105265
2026-01-03 23:00:00,commons,mobile,99132,69815,0,65307
2026-01-03 23:00:00,en,desktop,3427253,1048978,0,853665
2026-01-03 23:00:00,en,mobile,9243126,1306987,0,1551215
2026-01-03 23:00:00,vi,desktop,6636,5181,0,5368
2026-01-03 23:00:00,vi,mobile,14913,7999,0,5029
2026-01-03 23:00:00,wikidata,desktop,27381,21490,0,24192
